1789716900.002283 server started (2187779): version 3.4, socket /tmp/tmux-1008/default, protocol 8
1789716900.002296 on Linux 7.0.0-28-generic #28~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Wed Jul  1 15:50:57 UTC 2
1789716900.002301 using libevent 2.1.12-stable poll
1789716900.002303 using ncurses 6.4 20240113
1789716900.034027 cmd_find_best_session: 0 sessions to try
1789716900.034029 cmdq_next <global>: [bind-key/0x60e0800abed0] (0), flags 0
1789716900.034031 cmd_find_best_session: 0 sessions to try
1789716900.034032 cmd_find_current_client: no target, return (nil)
1789716900.034034 cmd_find_best_session: 0 sessions to try
1789716900.034036 cmd_find_current_client: no target, return (nil)
1789716900.034037 cmd_find_best_session: 0 sessions to try
1789716900.034038 cmd_find_best_session: 0 sessions to try
1789716900.034041 key_bindings_add: 0x47 G = send-keys -X history-bottom
1789716900.034043 cmd_find_best_session: 0 sessions to try
1789716900.034045 cmdq_next <global>: [bind-key/0x60e0800ac330] (0), flags 0
1789716900.034046 cmd_find_best_session: 0 sessions to try
1789716900.034048 cmd_find_current_client: no target, return (nil)
1789716900.034050 cmd_find_best_session: 0 sessions to try
1789716900.034051 cmd_find_current_client: no target, return (nil)
1789716900.034052 cmd_find_best_session: 0 sessions to try
1789716900.034054 cmd_find_best_session: 0 sessions to try
1789716900.034057 key_bindings_add: 0x48 H = send-keys -X top-line
1789716900.034059 cmd_find_best_session: 0 sessions to try
1789716900.034060 cmdq_next <global>: [bind-key/0x60e0800ac640] (0), flags 0
1789716900.034061 cmd_find_best_session: 0 sessions to try
1789716900.034063 cmd_find_current_client: no target, return (nil)
1789716900.034084 cmd_find_best_session: 0 sessions to try
1789716900.034086 cmd_find_current_client: no target, return (nil)
1789716900.034087 cmd_find_best_session: 0 sessions to try
1789716900.034089 cmd_find_best_session: 0 sessions to try
1789716900.034092 key_bindings_add: 0x4a J = send-keys -X scroll-down
1789716900.034094 cmd_find_best_session: 0 sessions to try
1789716900.034097 cmdq_next <global>: [bind-key/0x60e0800ac8a0] (0), flags 0
1789716900.034098 cmd_find_best_session: 0 sessions to try
1789716900.034099 cmd_find_current_client: no target, return (nil)
1789716900.034101 cmd_find_best_session: 0 sessions to try
1789716900.034103 cmd_find_current_client: no target, return (nil)
1789716900.034104 cmd_find_best_session: 0 sessions to try
1789716900.034106 cmd_find_best_session: 0 sessions to try
1789716900.034109 key_bindings_add: 0x4b K = send-keys -X scroll-up
1789716900.034111 cmd_find_best_session: 0 sessions to try
1789716900.034113 cmdq_next <global>: [bind-key/0x60e0800ad5f0] (0), flags 0
1789716900.034114 cmd_find_best_session: 0 sessions to try
1789716900.034116 cmd_find_current_client: no target, return (nil)
1789716900.034117 cmd_find_best_session: 0 sessions to try
1789716900.034119 cmd_find_current_client: no target, return (nil)
1789716900.034121 cmd_find_best_session: 0 sessions to try
1789716900.034122 cmd_find_best_session: 0 sessions to try
1789716900.034124 key_bindings_add: 0x4c L = send-keys -X bottom-line
1789716900.034126 cmd_find_best_session: 0 sessions to try
1789716900.034128 cmdq_next <global>: [bind-key/0x60e0800adb10] (0), flags 0
1789716900.034130 cmd_find_best_session: 0 sessions to try
1789716900.034132 cmd_find_current_client: no target, return (nil)
1789716900.034133 cmd_find_best_session: 0 sessions to try
1789716900.034135 cmd_find_current_client: no target, return (nil)
1789716900.034136 cmd_find_best_session: 0 sessions to try
1789716900.034137 cmd_find_best_session: 0 sessions to try
1789716900.034140 key_bindings_add: 0x4d M = send-keys -X middle-line
1789716900.034142 cmd_find_best_session: 0 sessions to try
1789716900.034146 cmdq_next <global>: [bind-key/0x60e0800ae0f0] (0), flags 0
1789716900.034148 cmd_find_best_session: 0 sessions to try
1789716900.034150 cmd_find_current_client: no target, return (nil)
1789716900.034151 cmd_find_best_session: 0 sessions to try
1789716900.034152 cmd_find_current_client: no target, return (nil)
1789716900.034154 cmd_find_best_session: 0 sessions to try
1789716900.034156 cmd_find_best_session: 0 sessions to try
1789716900.034158 key_bindings_add: 0x4e N = send-keys -X search-reverse
1789716900.034160 cmd_find_best_session: 0 sessions to try
1789716900.034162 cmdq_next <global>: [bind-key/0x60e0800ae760] (0), flags 0
1789716900.034164 cmd_find_best_session: 0 sessions to try
1789716900.034165 cmd_find_current_client: no target, return (nil)
1789716900.034166 cmd_find_best_session: 0 sessions to try
1789716900.034168 cmd_find_current_client: no target, return (nil)
1789716900.034170 cmd_find_best_session: 0 sessions to try
1789716900.034171 cmd_find_best_session: 0 sessions to try
1789716900.034174 key_bindings_add: 0x50 P = send-keys -X toggle-position
1789716900.034176 cmd_find_best_session: 0 sessions to try
1789716900.034177 cmdq_next <global>: [bind-key/0x60e0800af740] (0), flags 0
1789716900.034179 cmd_find_best_session: 0 sessions to try
1789716900.034181 cmd_find_current_client: no target, return (nil)
1789716900.034182 cmd_find_best_session: 0 sessions to try
1789716900.034184 cmd_find_current_client: no target, return (nil)
1789716900.034185 cmd_find_best_session: 0 sessions to try
1789716900.034187 cmd_find_best_session: 0 sessions to try
1789716900.034191 key_bindings_add: 0x54 T = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1789716900.034193 cmd_find_best_session: 0 sessions to try
1789716900.034195 cmdq_next <global>: [bind-key/0x60e0800af8a0] (0), flags 0
1789716900.034197 cmd_find_best_session: 0 sessions to try
1789716900.034199 cmd_find_current_client: no target, return (nil)
1789716900.034200 cmd_find_best_session: 0 sessions to try
1789716900.034202 cmd_find_current_client: no target, return (nil)
1789716900.034204 cmd_find_best_session: 0 sessions to try
1789716900.034205 cmd_find_best_session: 0 sessions to try
1789716900.034208 key_bindings_add: 0x56 V = send-keys -X select-line
1789716900.034210 cmd_find_best_session: 0 sessions to try
1789716900.034211 cmdq_next <global>: [bind-key/0x60e0800afdb0] (0), flags 0
1789716900.034213 cmd_find_best_session: 0 sessions to try
1789716900.034215 cmd_find_current_client: no target, return (nil)
1789716900.034216 cmd_find_best_session: 0 sessions to try
1789716900.034218 cmd_find_current_client: no target, return (nil)
1789716900.034219 cmd_find_best_session: 0 sessions to try
1789716900.034221 cmd_find_best_session: 0 sessions to try
1789716900.034224 key_bindings_add: 0x57 W = send-keys -X next-space
1789716900.034225 cmd_find_best_session: 0 sessions to try
1789716900.034227 cmdq_next <global>: [bind-key/0x60e0800b0370] (0), flags 0
1789716900.034229 cmd_find_best_session: 0 sessions to try
1789716900.034230 cmd_find_current_client: no target, return (nil)
1789716900.034232 cmd_find_best_session: 0 sessions to try
1789716900.034234 cmd_find_current_client: no target, return (nil)
1789716900.034235 cmd_find_best_session: 0 sessions to try
1789716900.034236 cmd_find_best_session: 0 sessions to try
1789716900.034239 key_bindings_add: 0x58 X = send-keys -X set-mark
1789716900.034241 cmd_find_best_session: 0 sessions to try
1789716900.034243 cmdq_next <global>: [bind-key/0x60e0800b07c0] (0), flags 0
1789716900.034244 cmd_find_best_session: 0 sessions to try
1789716900.034246 cmd_find_current_client: no target, return (nil)
1789716900.034248 cmd_find_best_session: 0 sessions to try
1789716900.034249 cmd_find_current_client: no target, return (nil)
1789716900.034251 cmd_find_best_session: 0 sessions to try
1789716900.034252 cmd_find_best_session: 0 sessions to try
1789716900.034255 key_bindings_add: 0x5e ^ = send-keys -X back-to-indentation
1789716900.034258 cmd_find_best_session: 0 sessions to try
1789716900.034263 cmdq_next <global>: [bind-key/0x60e0800b0b70] (0), flags 0
1789716900.034266 cmd_find_best_session: 0 sessions to try
1789716900.034269 cmd_find_current_client: no target, return (nil)
1789716900.034271 cmd_find_best_session: 0 sessions to try
1789716900.034273 cmd_find_current_client: no target, return (nil)
1789716900.034275 cmd_find_best_session: 0 sessions to try
1789716900.034278 cmd_find_best_session: 0 sessions to try
1789716900.034281 key_bindings_add: 0x62 b = send-keys -X previous-word
1789716900.034285 cmd_find_best_session: 0 sessions to try
1789716900.034288 cmdq_next <global>: [bind-key/0x60e0800b1280] (0), flags 0
1789716900.034290 cmd_find_best_session: 0 sessions to try
1789716900.034293 cmd_find_current_client: no target, return (nil)
1789716900.034295 cmd_find_best_session: 0 sessions to try
1789716900.034297 cmd_find_current_client: no target, return (nil)
1789716900.034299 cmd_find_best_session: 0 sessions to try
1789716900.034302 cmd_find_best_session: 0 sessions to try
1789716900.034306 key_bindings_add: 0x65 e = send-keys -X next-word-end
1789716900.034309 cmd_find_best_session: 0 sessions to try
1789716900.034313 cmdq_next <global>: [bind-key/0x60e0800b26c0] (0), flags 0
1789716900.034315 cmd_find_best_session: 0 sessions to try
1789716900.034319 cmd_find_current_client: no target, return (nil)
1789716900.034321 cmd_find_best_session: 0 sessions to try
1789716900.034322 cmd_find_current_client: no target, return (nil)
1789716900.034324 cmd_find_best_session: 0 sessions to try
1789716900.034326 cmd_find_best_session: 0 sessions to try
1789716900.034331 key_bindings_add: 0x66 f = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1789716900.034333 cmd_find_best_session: 0 sessions to try
1789716900.034335 cmdq_next <global>: [bind-key/0x60e0800b14e0] (0), flags 0
1789716900.034337 cmd_find_best_session: 0 sessions to try
1789716900.034338 cmd_find_current_client: no target, return (nil)
1789716900.034340 cmd_find_best_session: 0 sessions to try
1789716900.034341 cmd_find_current_client: no target, return (nil)
1789716900.034343 cmd_find_best_session: 0 sessions to try
1789716900.034350 cmd_find_best_session: 0 sessions to try
1789716900.034354 key_bindings_add: 0x67 g = send-keys -X history-top
1789716900.034356 cmd_find_best_session: 0 sessions to try
1789716900.034358 cmdq_next <global>: [bind-key/0x60e0800b1970] (0), flags 0
1789716900.034360 cmd_find_best_session: 0 sessions to try
1789716900.034361 cmd_find_current_client: no target, return (nil)
1789716900.034363 cmd_find_best_session: 0 sessions to try
1789716900.034365 cmd_find_current_client: no target, return (nil)
1789716900.034366 cmd_find_best_session: 0 sessions to try
1789716900.034368 cmd_find_best_session: 0 sessions to try
1789716900.034370 key_bindings_add: 0x68 h = send-keys -X cursor-left
1789716900.034373 cmd_find_best_session: 0 sessions to try
1789716900.034374 cmdq_next <global>: [bind-key/0x60e0800b2be0] (0), flags 0
1789716900.034376 cmd_find_best_session: 0 sessions to try
1789716900.034378 cmd_find_current_client: no target, return (nil)
1789716900.034379 cmd_find_best_session: 0 sessions to try
1789716900.034380 cmd_find_current_client: no target, return (nil)
1789716900.034402 cmd_find_best_session: 0 sessions to try
1789716900.034403 cmd_find_best_session: 0 sessions to try
1789716900.034407 key_bindings_add: 0x6a j = send-keys -X cursor-down
1789716900.034408 cmd_find_best_session: 0 sessions to try
1789716900.034410 cmdq_next <global>: [bind-key/0x60e0800b31a0] (0), flags 0
1789716900.034412 cmd_find_best_session: 0 sessions to try
1789716900.034413 cmd_find_current_client: no target, return (nil)
1789716900.034415 cmd_find_best_session: 0 sessions to try
1789716900.034416 cmd_find_current_client: no target, return (nil)
1789716900.034417 cmd_find_best_session: 0 sessions to try
1789716900.034419 cmd_find_best_session: 0 sessions to try
1789716900.034421 key_bindings_add: 0x6b k = send-keys -X cursor-up
1789716900.034423 cmd_find_best_session: 0 sessions to try
1789716900.034428 cmdq_next <global>: [bind-key/0x60e0800b36e0] (0), flags 0
1789716900.034430 cmd_find_best_session: 0 sessions to try
1789716900.034431 cmd_find_current_client: no target, return (nil)
1789716900.034433 cmd_find_best_session: 0 sessions to try
1789716900.034434 cmd_find_current_client: no target, return (nil)
1789716900.034436 cmd_find_best_session: 0 sessions to try
1789716900.034437 cmd_find_best_session: 0 sessions to try
1789716900.034440 key_bindings_add: 0x7a z = send-keys -X scroll-middle
1789716900.034441 cmd_find_best_session: 0 sessions to try
1789716900.034443 cmdq_next <global>: [bind-key/0x60e0800b3e90] (0), flags 0
1789716900.034445 cmd_find_best_session: 0 sessions to try
1789716900.034475 cmd_find_current_client: no target, return (nil)
1789716900.034479 cmd_find_best_session: 0 sessions to try
1789716900.034482 cmd_find_current_client: no target, return (nil)
1789716900.034484 cmd_find_best_session: 0 sessions to try
1789716900.034485 cmd_find_best_session: 0 sessions to try
1789716900.034488 key_bindings_add: 0x6c l = send-keys -X cursor-right
1789716900.034490 cmd_find_best_session: 0 sessions to try
1789716900.034492 cmdq_next <global>: [bind-key/0x60e0800b43b0] (0), flags 0
1789716900.034494 cmd_find_best_session: 0 sessions to try
1789716900.034495 cmd_find_current_client: no target, return (nil)
1789716900.034497 cmd_find_best_session: 0 sessions to try
1789716900.034499 cmd_find_current_client: no target, return (nil)
1789716900.034500 cmd_find_best_session: 0 sessions to try
1789716900.034502 cmd_find_best_session: 0 sessions to try
1789716900.034505 key_bindings_add: 0x6e n = send-keys -X search-again
1789716900.034506 cmd_find_best_session: 0 sessions to try
1789716900.034509 cmdq_next <global>: [bind-key/0x60e0800b4a90] (0), flags 0
1789716900.034511 cmd_find_best_session: 0 sessions to try
1789716900.034513 cmd_find_current_client: no target, return (nil)
1789716900.034514 cmd_find_best_session: 0 sessions to try
1789716900.034516 cmd_find_current_client: no target, return (nil)
1789716900.034518 cmd_find_best_session: 0 sessions to try
1789716900.034519 cmd_find_best_session: 0 sessions to try
1789716900.034522 key_bindings_add: 0x6f o = send-keys -X other-end
1789716900.034524 cmd_find_best_session: 0 sessions to try
1789716900.034526 cmdq_next <global>: [bind-key/0x60e0800b5020] (0), flags 0
1789716900.034528 cmd_find_best_session: 0 sessions to try
1789716900.034529 cmd_find_current_client: no target, return (nil)
1789716900.034532 cmd_find_best_session: 0 sessions to try
1789716900.034533 cmd_find_current_client: no target, return (nil)
1789716900.034535 cmd_find_best_session: 0 sessions to try
1789716900.034537 cmd_find_best_session: 0 sessions to try
1789716900.034539 key_bindings_add: 0x71 q = send-keys -X cancel
1789716900.034541 cmd_find_best_session: 0 sessions to try
1789716900.034543 cmdq_next <global>: [bind-key/0x60e0800b54b0] (0), flags 0
1789716900.034544 cmd_find_best_session: 0 sessions to try
1789716900.034546 cmd_find_current_client: no target, return (nil)
1789716900.034547 cmd_find_best_session: 0 sessions to try
1789716900.034549 cmd_find_current_client: no target, return (nil)
1789716900.034551 cmd_find_best_session: 0 sessions to try
1789716900.034552 cmd_find_best_session: 0 sessions to try
1789716900.034554 key_bindings_add: 0x72 r = send-keys -X refresh-from-pane
1789716900.034556 cmd_find_best_session: 0 sessions to try
1789716900.034558 cmdq_next <global>: [bind-key/0x60e0800b6980] (0), flags 0
1789716900.034560 cmd_find_best_session: 0 sessions to try
1789716900.034561 cmd_find_current_client: no target, return (nil)
1789716900.034563 cmd_find_best_session: 0 sessions to try
1789716900.034565 cmd_find_current_client: no target, return (nil)
1789716900.034566 cmd_find_best_session: 0 sessions to try
1789716900.034567 cmd_find_best_session: 0 sessions to try
1789716900.034572 key_bindings_add: 0x74 t = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1789716900.034574 cmd_find_best_session: 0 sessions to try
1789716900.034578 cmdq_next <global>: [bind-key/0x60e0800b5840] (0), flags 0
1789716900.034580 cmd_find_best_session: 0 sessions to try
1789716900.034582 cmd_find_current_client: no target, return (nil)
1789716900.034583 cmd_find_best_session: 0 sessions to try
1789716900.034585 cmd_find_current_client: no target, return (nil)
1789716900.034586 cmd_find_best_session: 0 sessions to try
1789716900.034588 cmd_find_best_session: 0 sessions to try
1789716900.034591 key_bindings_add: 0x76 v = send-keys -X rectangle-toggle
1789716900.034592 cmd_find_best_session: 0 sessions to try
1789716900.034594 cmdq_next <global>: [bind-key/0x60e0800b6bd0] (0), flags 0
1789716900.034596 cmd_find_best_session: 0 sessions to try
1789716900.034598 cmd_find_current_client: no target, return (nil)
1789716900.034599 cmd_find_best_session: 0 sessions to try
1789716900.034600 cmd_find_current_client: no target, return (nil)
1789716900.034602 cmd_find_best_session: 0 sessions to try
1789716900.034604 cmd_find_best_session: 0 sessions to try
1789716900.034606 key_bindings_add: 0x77 w = send-keys -X next-word
1789716900.034608 cmd_find_best_session: 0 sessions to try
1789716900.034610 cmdq_next <global>: [bind-key/0x60e0800b7070] (0), flags 0
1789716900.034612 cmd_find_best_session: 0 sessions to try
1789716900.034613 cmd_find_current_client: no target, return (nil)
1789716900.034614 cmd_find_best_session: 0 sessions to try
1789716900.034616 cmd_find_current_client: no target, return (nil)
1789716900.034617 cmd_find_best_session: 0 sessions to try
1789716900.034619 cmd_find_best_session: 0 sessions to try
1789716900.034622 key_bindings_add: 0x7b { = send-keys -X previous-paragraph
1789716900.034624 cmd_find_best_session: 0 sessions to try
1789716900.034627 cmdq_next <global>: [bind-key/0x60e0800b7650] (0), flags 0
1789716900.034628 cmd_find_best_session: 0 sessions to try
1789716900.034629 cmd_find_current_client: no target, return (nil)
1789716900.034631 cmd_find_best_session: 0 sessions to try
1789716900.034633 cmd_find_current_client: no target, return (nil)
1789716900.034634 cmd_find_best_session: 0 sessions to try
1789716900.034636 cmd_find_best_session: 0 sessions to try
1789716900.034638 key_bindings_add: 0x7d } = send-keys -X next-paragraph
1789716900.034640 cmd_find_best_session: 0 sessions to try
1789716900.034644 cmdq_next <global>: [bind-key/0x60e0800b7bd0] (0), flags 0
1789716900.034646 cmd_find_best_session: 0 sessions to try
1789716900.034648 cmd_find_current_client: no target, return (nil)
1789716900.034650 cmd_find_best_session: 0 sessions to try
1789716900.034651 cmd_find_current_client: no target, return (nil)
1789716900.034652 cmd_find_best_session: 0 sessions to try
1789716900.034654 cmd_find_best_session: 0 sessions to try
1789716900.034658 key_bindings_add: 0x25 % = send-keys -X next-matching-bracket
1789716900.034660 cmd_find_best_session: 0 sessions to try
1789716900.034662 cmdq_next <global>: [bind-key/0x60e0800b83b0] (0), flags 0
1789716900.034663 cmd_find_best_session: 0 sessions to try
1789716900.034665 cmd_find_current_client: no target, return (nil)
1789716900.034666 cmd_find_best_session: 0 sessions to try
1789716900.034667 cmd_find_current_client: no target, return (nil)
1789716900.034669 cmd_find_best_session: 0 sessions to try
1789716900.034670 cmd_find_best_session: 0 sessions to try
1789716900.034673 key_bindings_add: 0x10e1a3 Home = send-keys -X start-of-line
1789716900.034675 cmd_find_best_session: 0 sessions to try
1789716900.034677 cmdq_next <global>: [bind-key/0x60e0800b8b60] (0), flags 0
1789716900.034679 cmd_find_best_session: 0 sessions to try
1789716900.034680 cmd_find_current_client: no target, return (nil)
1789716900.034681 cmd_find_best_session: 0 sessions to try
1789716900.034683 cmd_find_current_client: no target, return (nil)
1789716900.034685 cmd_find_best_session: 0 sessions to try
1789716900.034686 cmd_find_best_session: 0 sessions to try
1789716900.034689 key_bindings_add: 0x10e1a4 End = send-keys -X end-of-line
1789716900.034690 cmd_find_best_session: 0 sessions to try
1789716900.034692 cmdq_next <global>: [bind-key/0x60e0800b8d80] (0), flags 0
1789716900.034695 cmd_find_best_session: 0 sessions to try
1789716900.034697 cmd_find_current_client: no target, return (nil)
1789716900.034699 cmd_find_best_session: 0 sessions to try
1789716900.034700 cmd_find_current_client: no target, return (nil)
1789716900.034702 cmd_find_best_session: 0 sessions to try
1789716900.034703 cmd_find_best_session: 0 sessions to try
1789716900.034705 key_bindings_add: 0x10e00e MouseDown1Pane = select-pane
1789716900.034707 cmd_find_best_session: 0 sessions to try
1789716900.034709 cmdq_next <global>: [bind-key/0x60e0800b97e0] (0), flags 0
1789716900.034711 cmd_find_best_session: 0 sessions to try
1789716900.034712 cmd_find_current_client: no target, return (nil)
1789716900.034714 cmd_find_best_session: 0 sessions to try
1789716900.034715 cmd_find_current_client: no target, return (nil)
1789716900.034717 cmd_find_best_session: 0 sessions to try
1789716900.034718 cmd_find_best_session: 0 sessions to try
1789716900.034721 key_bindings_add: 0x10e07a MouseDrag1Pane = select-pane ; send-keys -X begin-selection
1789716900.034723 cmd_find_best_session: 0 sessions to try
1789716900.034725 cmdq_next <global>: [bind-key/0x60e0800b99b0] (0), flags 0
1789716900.034727 cmd_find_best_session: 0 sessions to try
1789716900.034728 cmd_find_current_client: no target, return (nil)
1789716900.034730 cmd_find_best_session: 0 sessions to try
1789716900.034731 cmd_find_current_client: no target, return (nil)
1789716900.034733 cmd_find_best_session: 0 sessions to try
1789716900.034734 cmd_find_best_session: 0 sessions to try
1789716900.034738 key_bindings_add: 0x10e0b0 MouseDragEnd1Pane = send-keys -X copy-pipe-and-cancel
1789716900.034741 cmd_find_best_session: 0 sessions to try
1789716900.034742 cmdq_next <global>: [bind-key/0x60e0800ba6a0] (0), flags 0
1789716900.034744 cmd_find_best_session: 0 sessions to try
1789716900.034746 cmd_find_current_client: no target, return (nil)
1789716900.034747 cmd_find_best_session: 0 sessions to try
1789716900.034748 cmd_find_current_client: no target, return (nil)
1789716900.034750 cmd_find_best_session: 0 sessions to try
1789716900.034751 cmd_find_best_session: 0 sessions to try
1789716900.034756 key_bindings_add: 0x10e0e6 WheelUpPane = select-pane ; send-keys -X -N 5 scroll-up
1789716900.034758 cmd_find_best_session: 0 sessions to try
1789716900.034760 cmdq_next <global>: [bind-key/0x60e0800bace0] (0), flags 0
1789716900.034761 cmd_find_best_session: 0 sessions to try
1789716900.034762 cmd_find_current_client: no target, return (nil)
1789716900.034764 cmd_find_best_session: 0 sessions to try
1789716900.034766 cmd_find_current_client: no target, return (nil)
1789716900.034767 cmd_find_best_session: 0 sessions to try
1789716900.034769 cmd_find_best_session: 0 sessions to try
1789716900.034773 key_bindings_add: 0x10e0ec WheelDownPane = select-pane ; send-keys -X -N 5 scroll-down
1789716900.034775 cmd_find_best_session: 0 sessions to try
1789716900.034777 cmdq_next <global>: [bind-key/0x60e0800bba00] (0), flags 0
1789716900.034779 cmd_find_best_session: 0 sessions to try
1789716900.034780 cmd_find_current_client: no target, return (nil)
1789716900.034782 cmd_find_best_session: 0 sessions to try
1789716900.034784 cmd_find_current_client: no target, return (nil)
1789716900.034785 cmd_find_best_session: 0 sessions to try
1789716900.034786 cmd_find_best_session: 0 sessions to try
1789716900.034792 key_bindings_add: 0x10e128 DoubleClick1Pane = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1789716900.034795 cmd_find_best_session: 0 sessions to try
1789716900.034797 cmdq_next <global>: [bind-key/0x60e0800bc210] (0), flags 0
1789716900.034798 cmd_find_best_session: 0 sessions to try
1789716900.034800 cmd_find_current_client: no target, return (nil)
1789716900.034802 cmd_find_best_session: 0 sessions to try
1789716900.034803 cmd_find_current_client: no target, return (nil)
1789716900.034804 cmd_find_best_session: 0 sessions to try
1789716900.034806 cmd_find_best_session: 0 sessions to try
1789716900.034813 key_bindings_add: 0x10e15e TripleClick1Pane = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1789716900.034816 cmd_find_best_session: 0 sessions to try
1789716900.034818 cmdq_next <global>: [bind-key/0x60e0800bb710] (0), flags 0
1789716900.034819 cmd_find_best_session: 0 sessions to try
1789716900.034821 cmd_find_current_client: no target, return (nil)
1789716900.034823 cmd_find_best_session: 0 sessions to try
1789716900.034824 cmd_find_current_client: no target, return (nil)
1789716900.034825 cmd_find_best_session: 0 sessions to try
1789716900.034826 cmd_find_best_session: 0 sessions to try
1789716900.034830 key_bindings_add: 0x10e194 BSpace = send-keys -X cursor-left
1789716900.034831 cmd_find_best_session: 0 sessions to try
1789716900.034833 cmdq_next <global>: [bind-key/0x60e0800bc590] (0), flags 0
1789716900.034834 cmd_find_best_session: 0 sessions to try
1789716900.034836 cmd_find_current_client: no target, return (nil)
1789716900.034838 cmd_find_best_session: 0 sessions to try
1789716900.034839 cmd_find_current_client: no target, return (nil)
1789716900.034840 cmd_find_best_session: 0 sessions to try
1789716900.034842 cmd_find_best_session: 0 sessions to try
1789716900.034845 key_bindings_add: 0x10e1a5 NPage = send-keys -X page-down
1789716900.034846 cmd_find_best_session: 0 sessions to try
1789716900.034848 cmdq_next <global>: [bind-key/0x60e0800bbbf0] (0), flags 0
1789716900.034850 cmd_find_best_session: 0 sessions to try
1789716900.034852 cmd_find_current_client: no target, return (nil)
1789716900.034853 cmd_find_best_session: 0 sessions to try
1789716900.034854 cmd_find_current_client: no target, return (nil)
1789716900.034856 cmd_find_best_session: 0 sessions to try
1789716900.034857 cmd_find_best_session: 0 sessions to try
1789716900.034860 key_bindings_add: 0x10e1a6 PPage = send-keys -X page-up
1789716900.034862 cmd_find_best_session: 0 sessions to try
1789716900.034863 cmdq_next <global>: [bind-key/0x60e0800bc8c0] (0), flags 0
1789716900.034865 cmd_find_best_session: 0 sessions to try
1789716900.034867 cmd_find_current_client: no target, return (nil)
1789716900.034868 cmd_find_best_session: 0 sessions to try
1789716900.034869 cmd_find_current_client: no target, return (nil)
1789716900.034871 cmd_find_best_session: 0 sessions to try
1789716900.034872 cmd_find_best_session: 0 sessions to try
1789716900.034875 key_bindings_add: 0x10e1a8 Up = send-keys -X cursor-up
1789716900.034877 cmd_find_best_session: 0 sessions to try
1789716900.034879 cmdq_next <global>: [bind-key/0x60e0800bcd50] (0), flags 0
1789716900.034881 cmd_find_best_session: 0 sessions to try
1789716900.034882 cmd_find_current_client: no target, return (nil)
1789716900.034883 cmd_find_best_session: 0 sessions to try
1789716900.034885 cmd_find_current_client: no target, return (nil)
1789716900.034886 cmd_find_best_session: 0 sessions to try
1789716900.034888 cmd_find_best_session: 0 sessions to try
1789716900.034891 key_bindings_add: 0x10e1a9 Down = send-keys -X cursor-down
1789716900.034892 cmd_find_best_session: 0 sessions to try
1789716900.034894 cmdq_next <global>: [bind-key/0x60e0800bceb0] (0), flags 0
1789716900.034896 cmd_find_best_session: 0 sessions to try
1789716900.034897 cmd_find_current_client: no target, return (nil)
1789716900.034898 cmd_find_best_session: 0 sessions to try
1789716900.034900 cmd_find_current_client: no target, return (nil)
1789716900.034902 cmd_find_best_session: 0 sessions to try
1789716900.034903 cmd_find_best_session: 0 sessions to try
1789716900.034906 key_bindings_add: 0x10e1aa Left = send-keys -X cursor-left
1789716900.034908 cmd_find_best_session: 0 sessions to try
1789716900.034910 cmdq_next <global>: [bind-key/0x60e0800bd610] (0), flags 0
1789716900.034911 cmd_find_best_session: 0 sessions to try
1789716900.034913 cmd_find_current_client: no target, return (nil)
1789716900.034914 cmd_find_best_session: 0 sessions to try
1789716900.034916 cmd_find_current_client: no target, return (nil)
1789716900.034917 cmd_find_best_session: 0 sessions to try
1789716900.034921 cmd_find_best_session: 0 sessions to try
1789716900.034924 key_bindings_add: 0x10e1ab Right = send-keys -X cursor-right
1789716900.034925 cmd_find_best_session: 0 sessions to try
1789716900.034928 cmdq_next <global>: [bind-key/0x60e0800bdaa0] (0), flags 0
1789716900.034929 cmd_find_best_session: 0 sessions to try
1789716900.034930 cmd_find_current_client: no target, return (nil)
1789716900.034932 cmd_find_best_session: 0 sessions to try
1789716900.034933 cmd_find_current_client: no target, return (nil)
1789716900.034935 cmd_find_best_session: 0 sessions to try
1789716900.034936 cmd_find_best_session: 0 sessions to try
1789716900.034939 key_bindings_add: 0x100000000078 M-x = send-keys -X jump-to-mark
1789716900.034941 cmd_find_best_session: 0 sessions to try
1789716900.034943 cmdq_next <global>: [bind-key/0x60e0800bdec0] (0), flags 0
1789716900.034944 cmd_find_best_session: 0 sessions to try
1789716900.034946 cmd_find_current_client: no target, return (nil)
1789716900.034948 cmd_find_best_session: 0 sessions to try
1789716900.034949 cmd_find_current_client: no target, return (nil)
1789716900.034951 cmd_find_best_session: 0 sessions to try
1789716900.034952 cmd_find_best_session: 0 sessions to try
1789716900.034955 key_bindings_add: 0x20000010e1a8 C-Up = send-keys -X scroll-up
1789716900.034957 cmd_find_best_session: 0 sessions to try
1789716900.034958 cmdq_next <global>: [bind-key/0x60e0800be320] (0), flags 0
1789716900.034960 cmd_find_best_session: 0 sessions to try
1789716900.034962 cmd_find_current_client: no target, return (nil)
1789716900.034963 cmd_find_best_session: 0 sessions to try
1789716900.034965 cmd_find_current_client: no target, return (nil)
